profile_id,latent_profile_id,condition,condition_replicate,gender,age,year_birth,age_band,race,education,income,party,state_fips,state_abbr
LP0499__oil-industry-misinformation__R1,LP0499,Oil industry misinformation,1,Female,27,1999,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,05,AR
LP0500__oil-industry-misinformation__R1,LP0500,Oil industry misinformation,1,Female,27,1999,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,40,OK
LP0501__oil-industry-misinformation__R1,LP0501,Oil industry misinformation,1,Female,25,2001,18-29,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican,40,OK
LP0502__oil-industry-misinformation__R1,LP0502,Oil industry misinformation,1,Female,26,2000,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,06,CA
LP0503__oil-industry-misinformation__R1,LP0503,Oil industry misinformation,1,Female,27,1999,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,36,NY
LP0504__oil-industry-misinformation__R1,LP0504,Oil industry misinformation,1,Female,27,1999,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,37,NC
LP0505__oil-industry-misinformation__R1,LP0505,Oil industry misinformation,1,Female,28,1998,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,51,VA
LP0506__oil-industry-misinformation__R1,LP0506,Oil industry misinformation,1,Female,29,1997,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,17,IL
LP0507__oil-industry-misinformation__R1,LP0507,Oil industry misinformation,1,Female,29,1997,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,23,ME
LP0508__oil-industry-misinformation__R1,LP0508,Oil industry misinformation,1,Female,24,2002,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,06,CA
LP0509__oil-industry-misinformation__R1,LP0509,Oil industry misinformation,1,Female,18,2008,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,17,IL
LP0510__oil-industry-misinformation__R1,LP0510,Oil industry misinformation,1,Female,22,2004,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,24,MD
LP0511__oil-industry-misinformation__R1,LP0511,Oil industry misinformation,1,Female,26,2000,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,34,NJ
LP0512__oil-industry-misinformation__R1,LP0512,Oil industry misinformation,1,Female,28,1998,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,21,KY
LP0513__oil-industry-misinformation__R1,LP0513,Oil industry misinformation,1,Female,18,2008,18-29,White / Caucasian,Less than high school,"$168,000 or more",Other,25,MA
LP0514__oil-industry-misinformation__R1,LP0514,Oil industry misinformation,1,Female,20,2006,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,41,OR
LP0515__oil-industry-misinformation__R1,LP0515,Oil industry misinformation,1,Female,21,2005,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,13,GA
LP0516__oil-industry-misinformation__R1,LP0516,Oil industry misinformation,1,Female,19,2007,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,05,AR
LP0517__oil-industry-misinformation__R1,LP0517,Oil industry misinformation,1,Female,23,2003,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Other,36,NY
LP0518__oil-industry-misinformation__R1,LP0518,Oil industry misinformation,1,Female,25,2001,18-29,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,24,MD
LP0519__oil-industry-misinformation__R1,LP0519,Oil industry misinformation,1,Female,25,2001,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,04,AZ
LP0520__oil-industry-misinformation__R1,LP0520,Oil industry misinformation,1,Female,23,2003,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,04,AZ
LP0521__oil-industry-misinformation__R1,LP0521,Oil industry misinformation,1,Female,22,2004,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,45,SC
LP0522__oil-industry-misinformation__R1,LP0522,Oil industry misinformation,1,Female,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,42,PA
LP0523__oil-industry-misinformation__R1,LP0523,Oil industry misinformation,1,Female,18,2008,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent,34,NJ
LP0524__oil-industry-misinformation__R1,LP0524,Oil industry misinformation,1,Female,27,1999,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,34,NJ
LP0525__oil-industry-misinformation__R1,LP0525,Oil industry misinformation,1,Female,27,1999,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,02,AK
LP0526__oil-industry-misinformation__R1,LP0526,Oil industry misinformation,1,Female,29,1997,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,34,NJ
LP0527__oil-industry-misinformation__R1,LP0527,Oil industry misinformation,1,Female,20,2006,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,04,AZ
LP0528__oil-industry-misinformation__R1,LP0528,Oil industry misinformation,1,Female,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,28,MS
LP0529__oil-industry-misinformation__R1,LP0529,Oil industry misinformation,1,Female,21,2005,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Democrat,06,CA
LP0530__oil-industry-misinformation__R1,LP0530,Oil industry misinformation,1,Female,25,2001,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Other,24,MD
LP0531__oil-industry-misinformation__R1,LP0531,Oil industry misinformation,1,Female,22,2004,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,17,IL
LP0532__oil-industry-misinformation__R1,LP0532,Oil industry misinformation,1,Female,29,1997,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,09,CT
LP0533__oil-industry-misinformation__R1,LP0533,Oil industry misinformation,1,Female,22,2004,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,21,KY
LP0534__oil-industry-misinformation__R1,LP0534,Oil industry misinformation,1,Female,22,2004,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,48,TX
LP0535__oil-industry-misinformation__R1,LP0535,Oil industry misinformation,1,Female,24,2002,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,45,SC
LP0536__oil-industry-misinformation__R1,LP0536,Oil industry misinformation,1,Female,25,2001,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,29,MO
LP0537__oil-industry-misinformation__R1,LP0537,Oil industry misinformation,1,Female,23,2003,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,31,NE
LP0538__oil-industry-misinformation__R1,LP0538,Oil industry misinformation,1,Female,29,1997,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,18,IN
LP0539__oil-industry-misinformation__R1,LP0539,Oil industry misinformation,1,Female,18,2008,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,13,GA
LP0540__oil-industry-misinformation__R1,LP0540,Oil industry misinformation,1,Female,27,1999,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,21,KY
LP0541__oil-industry-misinformation__R1,LP0541,Oil industry misinformation,1,Female,23,2003,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,53,WA
LP0542__oil-industry-misinformation__R1,LP0542,Oil industry misinformation,1,Female,21,2005,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,06,CA
LP0543__oil-industry-misinformation__R1,LP0543,Oil industry misinformation,1,Female,24,2002,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,13,GA
LP0544__oil-industry-misinformation__R1,LP0544,Oil industry misinformation,1,Female,23,2003,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Other,51,VA
LP0545__oil-industry-misinformation__R1,LP0545,Oil industry misinformation,1,Female,25,2001,18-29,Black / African American,Less than high school,"$30,000 to $55,999",Republican,39,OH
LP0546__oil-industry-misinformation__R1,LP0546,Oil industry misinformation,1,Female,25,2001,18-29,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,22,LA
LP0547__oil-industry-misinformation__R1,LP0547,Oil industry misinformation,1,Female,22,2004,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Republican,48,TX
LP0548__oil-industry-misinformation__R1,LP0548,Oil industry misinformation,1,Female,23,2003,18-29,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,42,PA
LP0549__oil-industry-misinformation__R1,LP0549,Oil industry misinformation,1,Female,27,1999,18-29,Black / African American,Bachelor's degree,"$168,000 or more",Democrat,53,WA
LP0550__oil-industry-misinformation__R1,LP0550,Oil industry misinformation,1,Female,23,2003,18-29,Black / African American,Bachelor's degree,"$168,000 or more",Democrat,24,MD
LP0551__oil-industry-misinformation__R1,LP0551,Oil industry misinformation,1,Female,26,2000,18-29,Black / African American,Some college or Associate's degree,"$168,000 or more",Other,13,GA
LP0552__oil-industry-misinformation__R1,LP0552,Oil industry misinformation,1,Female,23,2003,18-29,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent,48,TX
LP0553__oil-industry-misinformation__R1,LP0553,Oil industry misinformation,1,Female,19,2007,18-29,Black / African American,Some college or Associate's degree,"$168,000 or more",Democrat,12,FL
LP0554__oil-industry-misinformation__R1,LP0554,Oil industry misinformation,1,Female,26,2000,18-29,Black / African American,Bachelor's degree,"$56,000 to $99,999",Other,45,SC
LP0555__oil-industry-misinformation__R1,LP0555,Oil industry misinformation,1,Female,26,2000,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican,12,FL
LP0556__oil-industry-misinformation__R1,LP0556,Oil industry misinformation,1,Female,24,2002,18-29,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Other,27,MN
LP0557__oil-industry-misinformation__R1,LP0557,Oil industry misinformation,1,Female,20,2006,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,12,FL
LP0558__oil-industry-misinformation__R1,LP0558,Oil industry misinformation,1,Female,20,2006,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Other,48,TX
LP0559__oil-industry-misinformation__R1,LP0559,Oil industry misinformation,1,Female,20,2006,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Other,17,IL
LP0560__oil-industry-misinformation__R1,LP0560,Oil industry misinformation,1,Female,20,2006,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,06,CA
LP0561__oil-industry-misinformation__R1,LP0561,Oil industry misinformation,1,Female,20,2006,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,48,TX
LP0562__oil-industry-misinformation__R1,LP0562,Oil industry misinformation,1,Female,24,2002,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Other,32,NV
LP0563__oil-industry-misinformation__R1,LP0563,Oil industry misinformation,1,Female,25,2001,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent,04,AZ
LP0564__oil-industry-misinformation__R1,LP0564,Oil industry misinformation,1,Female,28,1998,18-29,Hispanic / Latino,Doctorate degree / Ph.D.,"$168,000 or more",Democrat,04,AZ
LP0565__oil-industry-misinformation__R1,LP0565,Oil industry misinformation,1,Female,29,1997,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Other,27,MN
LP0566__oil-industry-misinformation__R1,LP0566,Oil industry misinformation,1,Female,18,2008,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,34,NJ
LP0567__oil-industry-misinformation__R1,LP0567,Oil industry misinformation,1,Female,28,1998,18-29,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,42,PA
LP0568__oil-industry-misinformation__R1,LP0568,Oil industry misinformation,1,Female,18,2008,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican,04,AZ
LP0569__oil-industry-misinformation__R1,LP0569,Oil industry misinformation,1,Female,24,2002,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,06,CA
LP0570__oil-industry-misinformation__R1,LP0570,Oil industry misinformation,1,Female,21,2005,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Other,06,CA
LP0571__oil-industry-misinformation__R1,LP0571,Oil industry misinformation,1,Female,28,1998,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,08,CO
LP0572__oil-industry-misinformation__R1,LP0572,Oil industry misinformation,1,Female,26,2000,18-29,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,32,NV
LP0573__oil-industry-misinformation__R1,LP0573,Oil industry misinformation,1,Female,29,1997,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Other,06,CA
LP0574__oil-industry-misinformation__R1,LP0574,Oil industry misinformation,1,Female,21,2005,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Other,36,NY
LP0575__oil-industry-misinformation__R1,LP0575,Oil industry misinformation,1,Female,24,2002,18-29,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Other,18,IN
LP0576__oil-industry-misinformation__R1,LP0576,Oil industry misinformation,1,Female,22,2004,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,06,CA
LP0577__oil-industry-misinformation__R1,LP0577,Oil industry misinformation,1,Female,21,2005,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,18,IN
LP0578__oil-industry-misinformation__R1,LP0578,Oil industry misinformation,1,Female,18,2008,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,34,NJ
LP0579__oil-industry-misinformation__R1,LP0579,Oil industry misinformation,1,Female,25,2001,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Other,36,NY
LP0580__oil-industry-misinformation__R1,LP0580,Oil industry misinformation,1,Female,26,2000,18-29,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Independent,39,OH
LP0581__oil-industry-misinformation__R1,LP0581,Oil industry misinformation,1,Female,29,1997,18-29,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,12,FL
LP0582__oil-industry-misinformation__R1,LP0582,Oil industry misinformation,1,Female,27,1999,18-29,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat,06,CA
LP0583__oil-industry-misinformation__R1,LP0583,Oil industry misinformation,1,Female,23,2003,18-29,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Other,48,TX
LP0584__oil-industry-misinformation__R1,LP0584,Oil industry misinformation,1,Female,21,2005,18-29,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Independent,24,MD
LP0585__oil-industry-misinformation__R1,LP0585,Oil industry misinformation,1,Female,26,2000,18-29,Asian / Asian American,Bachelor's degree,"$168,000 or more",Republican,29,MO
LP0586__oil-industry-misinformation__R1,LP0586,Oil industry misinformation,1,Female,28,1998,18-29,Other,Bachelor's degree,"$100,000 to $167,999",Independent,41,OR
LP0587__oil-industry-misinformation__R1,LP0587,Oil industry misinformation,1,Female,18,2008,18-29,Other,High school diploma / GED,"$168,000 or more",Independent,34,NJ
